v1,v2,,,
ham,"K, wat s tht incident?",,,
ham,Yeah get the unlimited,,,
ham,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,,,
ham,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",,,
ham,� got wat to buy tell us then � no need to come in again.,,,
ham,When you are big..| God will bring success.,,,
spam,U�ve Bin Awarded �50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min �50-�500. OptOut 08718727870,Well there's still a bit left if you guys want to tonight,,
ham,"� we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon """,,,
ham,Well there's still a bit left if you guys want to tonight,,,
ham,Not from this campus. Are you in the library?,,,
ham,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",,,
ham,How will I creep on you now? ;_;,,,
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,,,
ham,If I get there before you after your ten billion calls and texts so help me god,,,
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,,,
ham,I've told him that i've returned it. That should i re order it.,,,
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..",,,
ham,Depends on where u going lor.,,,
ham,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,,,
spam,FreeMsg>FAV XMAS TONES!Reply REAL,,,
ham,Lil fever:) now fine:),,,
ham,I think it's all still in my car,,,
ham,Can a not?,,,
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,,,
ham,Yes princess! I want to catch you with my big strong hands...,,,
ham,Oh yeah I forgot. U can only take 2 out shopping at once.,,,
ham,Mm so you asked me not to call radio,,,
ham,Thinkin about someone is all good. No drugs for that,,,
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",,,
ham,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",,,
ham,"Alright if you're sure, let me know when you're leaving",,,
ham,Some are lasting as much as 2 hours. You might get lucky.,,,
ham,Genius what's up. How your brother. Pls send his number to my skype.,,,
spam,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",,,
ham,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,,,
ham,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,,,
spam,INTERFLORA - �It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,,,
ham,Oh god..taken the teeth?is it paining,,,
spam,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,,,
ham,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,,,
ham,No need to buy lunch for me.. I eat maggi mee..,,,
spam,"Congratulations - Thanks to a good friend U have WON the �2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",,,
ham,Ok lor...,,,
ham,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",,,
ham,Wife.how she knew the time of murder exactly,,,
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,,,
ham,Howz that persons story,,,
ham,Thanx 4 sending me home...,,,
ham,Its normally hot mail. Com you see!,,,
spam,"You've won tkts to the EURO2004 CUP FINAL or �800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",,,
ham,U sick still can go shopping?,,,
ham,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",,,
ham,Nice.nice.how is it working?,,,
ham,1's reach home call me.,,,
ham,Were trying to find a Chinese food place around here,,,
ham,"Easy mate, * guess the quick drink was bit ambitious.",,,
ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,,,
ham,Ok thanx...,,,
ham,aathi..where are you dear..,,,
ham,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.",,,
ham,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,,,
ham,Will be out of class in a few hours. Sorry,,,
ham,Wat time u finish ur lect today?,,,
spam,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",,,
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",,,
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",,,
ham,She's fine. Good to hear from you. How are you my dear? Happy new year oh.,,,
ham,Are you going to wipro interview today?,,,
ham,how tall are you princess?,,,
ham,I doubt you could handle 5 times per night in any case...,,,
ham,Haha... Hope � can hear the receipt sound... Gd luck!,,,
ham,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,,,
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",,,
ham,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? ,,,
ham,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,,,
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",,,
ham,I want to be there so i can kiss you and feel you next to me,,,
ham,I am not at all happy with what you saying or doing,,,
spam,Adult 18 Content Your video will be with you shortly,,,
ham,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ",,,
ham,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,,,
ham,He says hi and to get your ass back to south tampa (preferably at a kegger),,,
ham,Smith waste da.i wanna gayle.,,,
ham,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",,,
ham,"Aight, tomorrow around  &lt;#&gt;  it is",,,
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",,,
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",,,
ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,,,
ham,See you there! ,,,
ham,I dont understand your message.,,,
ham,Crucify is c not s. You should have told me earlier.,,,
ham,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",,,
ham,Fuck cedar key and fuck her (come over anyway tho),,,
ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,,,
spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",,,
ham,U still painting ur wall?,,,
spam,"Last Chance! Claim ur �150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. �3.00 Sub. 16",,,
ham,Printer is cool. I mean groovy. Wine is groovying,,,
ham,Hi Harish's rent has been transfred to ur Acnt.,,,
ham,Anything lor is she coming?,,,
ham,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,,,
ham,� still attending da talks?,,,
ham,No probs hon! How u doinat the mo?,,,
ham,K I'll take care of it,,,
ham,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,,,
ham,My battery is low babe,,,
ham,Shuhui has bought ron's present it's a swatch watch...,,,
ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",,,
ham,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,,,
ham,K I'll be sure to get up before noon and see what's what,,,
ham,K...k...yesterday i was in cbe .,,,
ham,Went to ganesh dress shop,,,
spam,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",,,
ham,� collecting ur laptop then going to configure da settings izzit?,,,
ham,If you r @ home then come down within 5 min,,,
ham,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",,,
ham,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house,,,
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,,,
ham,"Bill, as in: Are there any letters for me. i�m expecting one from orange that isn�t a bill but may still say orange on it.",,,
ham,Tell me pa. How is pain de.,,,
ham,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,,,
ham,"Ha. You don�t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.",,,
ham,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",,,
ham,ALRITE,,,
ham,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.,,,
spam,URGENT! Your Mobile number has been awarded with a �2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,,,
ham,How do you guys go to see movies on your side.,,,
ham,"Sorry,in meeting I'll call later",,,
ham,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,,,
ham,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,,,
spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,,,
ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,,,
ham,What time should I tell my friend to be around?,,,
ham,Yes. that will be fine. Love you. Be safe.,,,
ham,Thanks chikku..:-) gud nyt:-*,,,
ham,Is xy in ur car when u picking me up?,,,
ham,"Thanx 4 the time we�ve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",,,
ham,"Yo, any way we could pick something up tonight?",,,
ham,I've not sent it. He can send me.,,,
ham,Fine am simply sitting.,,,
ham,Thts god's gift for birds as humans hav some natural gift frm god..,,,
ham,Are you coming to day for class.,,,
ham,Im done. Just studyn in library,,,
ham,Ok... U enjoy ur shows...,,,
ham,Anything...,,,
ham,Where wuld I be without my baby? The thought alone mite break me and I don�t wanna go crazy but everyboy needs his lady xxxxxxxx,,,
ham,Wat's my dear doing? Sleeping ah?,,,
ham,Hi' Test on  &lt;#&gt; rd ....,,,
ham,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,,,
ham,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,,,
